"C_REGION";"L_REGION";"C_DEPT";"N_DEPT";"RATIO_DMA";"Annee";"TONNAGE_ DMA";"VA_POPANNEE"
"11";"Ile-de-France";"77";"Seine-et-Marne";"474,230000";"2019";"673973,62000";"1421197"
"11";"Ile-de-France";"78";"Yvelines";"456,210000";"2019";"660689,98000";"1448207"
"75";"Nouvelle-Aquitaine";"79";"Deux-Sèvres";"498,990000";"2019";"187059,47000";"374878"
"32";"Hauts-de-France";"80";"Somme";"571,190000";"2019";"325896,48000";"570559"
"76";"Occitanie";"81";"Tarn";"539,590000";"2019";"210375,71000";"389881"
"76";"Occitanie";"82";"Tarn-et-Garonne";"529,190000";"2019";"137943,75000";"260669"
"93";"Provence-Alpes-Côte d'Azur";"83";"Var";"729,810000";"2019";"785797,68000";"1076711"
"93";"Provence-Alpes-Côte d'Azur";"84";"Vaucluse";"607,710000";"2019";"341210,59000";"561469"
"52";"Pays de la Loire";"85";"Vendée";"570,090000";"2019";"390765,71000";"685442"
"75";"Nouvelle-Aquitaine";"86";"Vienne";"500,760000";"2019";"219550,10000";"438435"
"75";"Nouvelle-Aquitaine";"87";"Haute-Vienne";"489,650000";"2019";"182325,32000";"372359"
"44";"Grand Est";"88";"Vosges";"508,750000";"2019";"185439,19000";"364499"
"27";"Bourgogne-Franche-Comté";"89";"Yonne";"517,560000";"2019";"173747,25000";"335707"
"27";"Bourgogne-Franche-Comté";"90";"Territoire-de-Belfort";"502,330000";"2019";"70987,96000";"141318"
"11";"Ile-de-France";"91";"Essonne";"486,350000";"2019";"633056,50000";"1301659"
"11";"Ile-de-France";"92";"Hauts-de-seine";"387,800000";"2019";"629928,76000";"1624357"
"11";"Ile-de-France";"93";"Seine-Saint-Denis";"432,480000";"2019";"711387,69000";"1644903"
"11";"Ile-de-France";"94";"Val-de-Marne";"388,040000";"2019";"546022,87000";"1407124"
"11";"Ile-de-France";"95";"Val-d'Oise";"463,440000";"2019";"579154,84000";"1249674"
"97";"DROM-COM";"971";"Guadeloupe";"639,180000";"2019";"245597,46000";"384239"
"97";"DROM-COM";"972";"Martinique";"537,880000";"2019";"196059,87000";"364508"
"97";"DROM-COM";"973";"Guyane";"382,020000";"2019";"107606,27000";"281678"
"97";"DROM-COM";"974";"La Réunion";"567,010000";"2019";"488312,58000";"861210"
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"503,650000";"2021";"334022,91000";"663202"
"32";"Hauts-de-France";"02";"Aisne";"558,580000";"2021";"294634,12000";"527468"
"84";"Auvergne-Rhône-Alpes";"03";"Allier";"567,610000";"2021";"190075,68000";"334872"
"93";"Provence-Alpes-Côte d'Azur";"04";"Alpes-de-Haute-Provence";"686,010000";"2021";"113930,97000";"166077"
"93";"Provence-Alpes-Côte d'Azur";"05";"Hautes-Alpes";"618,080000";"2021";"87134,09000";"140976"
"93";"Provence-Alpes-Côte d'Azur";"06";"Alpes-Maritimes";"686,940000";"2021";"758341,15000";"1103941"
"84";"Auvergne-Rhône-Alpes";"07";"Ardèche";"568,390000";"2021";"188374,12000";"331415"
"44";"Grand Est";"08";"Ardennes";"554,650000";"2021";"149123,77000";"268859"
"76";"Occitanie";"09";"Ariège";"654,470000";"2021";"101178,12000";"154596"
"44";"Grand Est";"10";"Aube";"512,610000";"2021";"159589,72000";"311329"
"76";"Occitanie";"11";"Aude";"635,700000";"2021";"239039,85000";"376028"
"76";"Occitanie";"12";"Aveyron";"546,510000";"2021";"152830,47000";"279649"
"93";"Provence-Alpes-Côte d'Azur";"13";"Bouches-du-Rhône";"560,200000";"2021";"1152292,21000";"2056943"
"28";"Normandie";"14";"Calvados";"664,320000";"2021";"465442,86000";"700633"
"84";"Auvergne-Rhône-Alpes";"15";"Cantal";"557,070000";"2021";"80344,56000";"144226"
"75";"Nouvelle-Aquitaine";"16";"Charente";"540,670000";"2021";"189703,67000";"350867"
"75";"Nouvelle-Aquitaine";"17";"Charente-Maritime";"670,860000";"2021";"443706,70000";"661404"
"24";"Centre-Val de Loire";"18";"Cher";"529,720000";"2021";"158690,92000";"299573"
"75";"Nouvelle-Aquitaine";"19";"Corrèze";"575,320000";"2021";"137952,99000";"239784"
"27";"Bourgogne-Franche-Comté";"21";"Cote-d'Or";"519,840000";"2021";"278374,76000";"535503"
"53";"Bretagne";"22";"Cotes-d'Armor";"738,720000";"2021";"447603,29000";"605917"
"75";"Nouvelle-Aquitaine";"23";"Creuse";"525,650000";"2021";"60818,78000";"115702"
"75";"Nouvelle-Aquitaine";"24";"Dordogne";"577,310000";"2021";"238850,78000";"413730"
"27";"Bourgogne-Franche-Comté";"25";"Doubs";"468,200000";"2021";"256148,03000";"547096"
"84";"Auvergne-Rhône-Alpes";"26";"Drôme";"564,070000";"2021";"293008,79000";"519458"
"28";"Normandie";"27";"Eure";"655,720000";"2021";"392731,64000";"598934"
"24";"Centre-Val de Loire";"28";"Eure-et-Loir";"609,130000";"2021";"262705,17000";"431277"
"53";"Bretagne";"29";"Finistère";"704,960000";"2021";"649721,47000";"921638"
"94";"Corse";"2A";"Corse-du-Sud";"770,440000";"2021";"125536,90000";"162942"
"94";"Corse";"2B";"Haute-Corse";"679,630000";"2021";"125497,40000";"184655"
"76";"Occitanie";"30";"Gard";"607,550000";"2021";"459635,34000";"756543"
"76";"Occitanie";"31";"Haute-Garonne";"473,950000";"2021";"679824,65000";"1434367"
"76";"Occitanie";"32";"Gers";"523,410000";"2021";"100724,41000";"192437"
"75";"Nouvelle-Aquitaine";"33";"Gironde";"551,460000";"2021";"912650,35000";"1654970"
"76";"Occitanie";"34";"Hérault";"590,090000";"2021";"709213,91000";"1201883"
"53";"Bretagne";"35";"Ille-et-Vilaine";"485,060000";"2021";"532754,94000";"1098325"
"24";"Centre-Val de Loire";"36";"Indre";"527,620000";"2021";"114614,29000";"217228"
"24";"Centre-Val de Loire";"37";"Indre-et-Loire";"521,510000";"2021";"319248,65000";"612160"
"84";"Auvergne-Rhône-Alpes";"38";"Isère";"516,270000";"2021";"663378,44000";"1284948"
"27";"Bourgogne-Franche-Comté";"39";"Jura";"519,630000";"2021";"134353,38000";"258555"
"75";"Nouvelle-Aquitaine";"40";"Landes";"891,640000";"2021";"377140,41000";"422976"
"24";"Centre-Val de Loire";"41";"Loir-et-Cher";"576,060000";"2021";"189237,07000";"328504"
"84";"Auvergne-Rhône-Alpes";"42";"Loire";"509,800000";"2021";"392050,10000";"769029"
"84";"Auvergne-Rhône-Alpes";"43";"Haute-Loire";"513,020000";"2021";"116600,86000";"227284"
"52";"Pays de la Loire";"44";"Loire-Atlantique";"521,330000";"2021";"759991,81000";"1457806"
"24";"Centre-Val de Loire";"45";"Loiret";"543,450000";"2021";"372024,90000";"684561"
"76";"Occitanie";"46";"Lot";"613,930000";"2021";"107401,45000";"174942"
"75";"Nouvelle-Aquitaine";"47";"Lot-et-Garonne";"600,600000";"2021";"198935,04000";"331229"
"76";"Occitanie";"48";"Lozère";"580,240000";"2021";"44399,09000";"76519"
"52";"Pays de la Loire";"49";"Maine-et-Loire";"453,660000";"2021";"374156,25000";"824743"
"28";"Normandie";"50";"Manche";"684,070000";"2021";"338963,16000";"495508"
"44";"Grand Est";"51";"Marne";"494,170000";"2021";"279349,00000";"565292"
"44";"Grand Est";"52";"Haute-Marne";"518,010000";"2021";"88601,03000";"171042"
"52";"Pays de la Loire";"53";"Mayenne";"566,010000";"2021";"173160,07000";"305933"
"44";"Grand Est";"54";"Meurthe-et-Moselle";"502,000000";"2021";"367711,10000";"732486"
"44";"Grand Est";"55";"Meuse";"469,460000";"2021";"85403,76000";"181919"
"53";"Bretagne";"56";"Morbihan";"617,390000";"2021";"474577,43000";"768687"
"44";"Grand Est";"57";"Moselle";"530,040000";"2021";"556506,10000";"1049942"
"27";"Bourgogne-Franche-Comté";"58";"Nièvre";"541,730000";"2021";"109655,16000";"202417"
"32";"Hauts-de-France";"59";"Nord";"574,050000";"2021";"1499023,91000";"2611293"
"32";"Hauts-de-France";"60";"Oise";"607,040000";"2021";"503139,17000";"828838"
"28";"Normandie";"61";"Orne";"592,560000";"2021";"164122,64000";"276973"
"32";"Hauts-de-France";"62";"Pas-de-Calais";"652,220000";"2021";"953183,83000";"1461441"
"84";"Auvergne-Rhône-Alpes";"63";"Puy-de-Dôme";"475,310000";"2021";"314793,88000";"662285"
"75";"Nouvelle-Aquitaine";"64";"Pyrénées-Atlantiques";"562,270000";"2021";"389667,93000";"693027"
"76";"Occitanie";"65";"Hautes-Pyrénées";"556,750000";"2021";"128585,73000";"230956"
"76";"Occitanie";"66";"Pyrénées-Orientales";"672,080000";"2021";"327508,16000";"487307"
"44";"Grand Est";"67";"Bas-Rhin";"452,900000";"2021";"522045,69000";"1152662"
"44";"Grand Est";"68";"Haut-Rhin";"490,930000";"2021";"376584,44000";"767083"
"84";"Auvergne-Rhône-Alpes";"69";"Rhône";"410,450000";"2021";"777266,76000";"1893692"
"27";"Bourgogne-Franche-Comté";"70";"Haute-Saône";"541,950000";"2021";"126977,54000";"234296"
"27";"Bourgogne-Franche-Comté";"71";"Saône-et-Loire";"540,590000";"2021";"296941,92000";"549288"
"52";"Pays de la Loire";"72";"Sarthe";"512,390000";"2021";"290041,80000";"566058"
"84";"Auvergne-Rhône-Alpes";"73";"Savoie";"580,070000";"2021";"256660,43000";"442468"
"84";"Auvergne-Rhône-Alpes";"74";"Haute-Savoie";"576,180000";"2021";"484848,15000";"841482"
"11";"Ile-de-France";"75";"Paris";"429,570000";"2021";"916328,44000";"2133111"
"28";"Normandie";"76";"Seine-Maritime";"609,490000";"2021";"765471,83000";"1255918"
"11";"Ile-de-France";"77";"Seine-et-Marne";"513,270000";"2021";"738140,68000";"1438100"
"11";"Ile-de-France";"78";"Yvelines";"467,230000";"2021";"680459,32000";"1456365"
"75";"Nouvelle-Aquitaine";"79";"Deux-Sèvres";"539,270000";"2021";"202002,69000";"374587"
"32";"Hauts-de-France";"80";"Somme";"630,290000";"2021";"356904,13000";"566252"
"76";"Occitanie";"81";"Tarn";"547,600000";"2021";"215521,49000";"393572"
"76";"Occitanie";"82";"Tarn-et-Garonne";"565,860000";"2021";"149034,76000";"263377"
"93";"Provence-Alpes-Côte d'Azur";"83";"Var";"739,140000";"2021";"809608,91000";"1095337"
"93";"Provence-Alpes-Côte d'Azur";"84";"Vaucluse";"623,160000";"2021";"351814,66000";"564566"
"52";"Pays de la Loire";"85";"Vendée";"584,080000";"2021";"408540,97000";"699459"
"75";"Nouvelle-Aquitaine";"86";"Vienne";"508,170000";"2021";"223283,74000";"439385"
"75";"Nouvelle-Aquitaine";"87";"Haute-Vienne";"490,000000";"2021";"182129,75000";"371691"
"44";"Grand Est";"88";"Vosges";"552,560000";"2021";"199294,87000";"360673"
"27";"Bourgogne-Franche-Comté";"89";"Yonne";"582,020000";"2021";"194036,14000";"333385"
"27";"Bourgogne-Franche-Comté";"90";"Territoire-de-Belfort";"603,270000";"2021";"84248,96000";"139654"
"11";"Ile-de-France";"91";"Essonne";"510,910000";"2021";"671219,90000";"1313768"
"11";"Ile-de-France";"92";"Hauts-de-seine";"392,350000";"2021";"641611,86000";"1635291"
"11";"Ile-de-France";"93";"Seine-Saint-Denis";"437,430000";"2021";"729919,27000";"1668670"
"11";"Ile-de-France";"94";"Val-de-Marne";"388,320000";"2021";"549621,00000";"1415367"
"11";"Ile-de-France";"95";"Val-d'Oise";"509,440000";"2021";"640160,04000";"1256607"
"97";"DROM-COM";"971";"Guadeloupe";"612,550000";"2021";"235410,90000";"384315"
"97";"DROM-COM";"972";"Martinique";"481,390000";"2021";"173660,09000";"360749"
"97";"DROM-COM";"974";"La Réunion";"595,060000";"2021";"518386,72000";"871157"
"84";"Auvergne-Rhône-Alpes";"01";"Ain";"463,870000";"2023";"315125,92000";"679344"
"32";"Hauts-de-France";"02";"Aisne";"500,350000";"2023";"261854,58000";"523342"
"84";"Auvergne-Rhône-Alpes";"03";"Allier";"512,680000";"2023";"170874,24000";"333298"
"93";"Provence-Alpes-Côte d'Azur";"04";"Alpes-de-Haute-Provence";"678,660000";"2023";"114051,34000";"168054"
"93";"Provence-Alpes-Côte d'Azur";"05";"Hautes-Alpes";"601,300000";"2023";"86266,30000";"143467"
"93";"Provence-Alpes-Côte d'Azur";"06";"Alpes-Maritimes";"646,930000";"2023";"730009,26000";"1128418"
"84";"Auvergne-Rhône-Alpes";"07";"Ardèche";"528,760000";"2023";"176727,30000";"334231"
"44";"Grand Est";"08";"Ardennes";"494,190000";"2023";"131400,78000";"265893"
"76";"Occitanie";"09";"Ariège";"625,660000";"2023";"97428,96000";"155722"
"44";"Grand Est";"10";"Aube";"495,640000";"2023";"153868,57000";"310447"
"76";"Occitanie";"11";"Aude";"582,620000";"2023";"221190,37000";"379648"
"76";"Occitanie";"12";"Aveyron";"514,430000";"2023";"143839,16000";"279609"
"93";"Provence-Alpes-Côte d'Azur";"13";"Bouches-du-Rhône";"507,220000";"2023";"1058903,31000";"2087658"
"28";"Normandie";"14";"Calvados";"613,780000";"2023";"435443,60000";"709441"
"84";"Auvergne-Rhône-Alpes";"15";"Cantal";"518,630000";"2023";"74784,84000";"144196"
"75";"Nouvelle-Aquitaine";"16";"Charente";"501,600000";"2023";"176906,13000";"352683"
"75";"Nouvelle-Aquitaine";"17";"Charente-Maritime";"625,870000";"2023";"420756,73000";"672279"
"24";"Centre-Val de Loire";"18";"Cher";"507,760000";"2023";"151647,70000";"298660"
"75";"Nouvelle-Aquitaine";"19";"Corrèze";"546,180000";"2023";"131534,70000";"240826"
"27";"Bourgogne-Franche-Comté";"21";"Cote-d'Or";"449,430000";"2023";"242738,44000";"540100"
"53";"Bretagne";"22";"Cotes-d'Armor";"685,920000";"2023";"419688,60000";"611859"
"75";"Nouvelle-Aquitaine";"23";"Creuse";"489,200000";"2023";"56515,33000";"115527"
"75";"Nouvelle-Aquitaine";"24";"Dordogne";"521,720000";"2023";"217878,48000";"417614"
"27";"Bourgogne-Franche-Comté";"25";"Doubs";"408,800000";"2023";"223681,31000";"547163"
"84";"Auvergne-Rhône-Alpes";"26";"Drôme";"518,580000";"2023";"271841,26000";"524207"
"28";"Normandie";"27";"Eure";"594,240000";"2023";"358155,09000";"602714"
"24";"Centre-Val de Loire";"28";"Eure-et-Loir";"454,440000";"2023";"196831,96000";"433129"
"53";"Bretagne";"29";"Finistère";"652,630000";"2023";"609199,55000";"933455"
"94";"Corse";"2A";"Corse-du-Sud";"634,880000";"2023";"106853,88000";"168306"
"94";"Corse";"2B";"Haute-Corse";"573,200000";"2023";"107291,20000";"187180"
"76";"Occitanie";"30";"Gard";"565,280000";"2023";"435793,69000";"770940"
"76";"Occitanie";"31";"Haute-Garonne";"434,330000";"2023";"639099,35000";"1471468"
"76";"Occitanie";"32";"Gers";"502,760000";"2023";"96854,50000";"192645"
"75";"Nouvelle-Aquitaine";"33";"Gironde";"519,440000";"2023";"878108,40000";"1690493"
"76";"Occitanie";"34";"Hérault";"552,680000";"2023";"679955,81000";"1230289"
"53";"Bretagne";"35";"Ille-et-Vilaine";"456,530000";"2023";"511622,38000";"1120666"
"24";"Centre-Val de Loire";"36";"Indre";"509,950000";"2023";"110184,79000";"216069"
"24";"Centre-Val de Loire";"37";"Indre-et-Loire";"516,470000";"2023";"319882,89000";"619362"
"84";"Auvergne-Rhône-Alpes";"38";"Isère";"450,310000";"2023";"584942,17000";"1298990"
"27";"Bourgogne-Franche-Comté";"39";"Jura";"480,740000";"2023";"124017,86000";"257973"
"75";"Nouvelle-Aquitaine";"40";"Landes";"811,640000";"2023";"351904,86000";"433570"
"24";"Centre-Val de Loire";"41";"Loir-et-Cher";"533,210000";"2023";"175182,15000";"328543"
"84";"Auvergne-Rhône-Alpes";"42";"Loire";"461,360000";"2023";"357157,21000";"774133"
"84";"Auvergne-Rhône-Alpes";"43";"Haute-Loire";"495,810000";"2023";"113369,89000";"228654"
"52";"Pays de la Loire";"44";"Loire-Atlantique";"496,230000";"2023";"738179,01000";"1487570"
"24";"Centre-Val de Loire";"45";"Loiret";"479,060000";"2023";"331159,99000";"691268"
"76";"Occitanie";"46";"Lot";"564,750000";"2023";"99662,52000";"176473"
"75";"Nouvelle-Aquitaine";"47";"Lot-et-Garonne";"548,630000";"2023";"183024,83000";"333602"
"76";"Occitanie";"48";"Lozère";"536,450000";"2023";"41030,62000";"76486"
"52";"Pays de la Loire";"49";"Maine-et-Loire";"416,840000";"2023";"347549,62000";"833776"
"28";"Normandie";"50";"Manche";"618,880000";"2023";"307905,21000";"497522"
"44";"Grand Est";"51";"Marne";"466,890000";"2023";"262894,54000";"563076"
"44";"Grand Est";"52";"Haute-Marne";"474,090000";"2023";"79803,64000";"168331"
"52";"Pays de la Loire";"53";"Mayenne";"537,650000";"2023";"164233,85000";"305468"
"44";"Grand Est";"54";"Meurthe-et-Moselle";"414,620000";"2023";"303596,88000";"732236"
"44";"Grand Est";"55";"Meuse";"445,020000";"2023";"80232,58000";"180290"
"53";"Bretagne";"56";"Morbihan";"573,460000";"2023";"449243,40000";"783390"
"44";"Grand Est";"57";"Moselle";"495,750000";"2023";"521190,50000";"1051309"
"27";"Bourgogne-Franche-Comté";"58";"Nièvre";"507,390000";"2023";"102196,58000";"201417"
"32";"Hauts-de-France";"59";"Nord";"524,890000";"2023";"1372915,26000";"2615635"
"32";"Hauts-de-France";"60";"Oise";"492,170000";"2023";"408450,25000";"829899"
"28";"Normandie";"61";"Orne";"570,010000";"2023";"156868,12000";"275201"
"32";"Hauts-de-France";"62";"Pas-de-Calais";"597,580000";"2023";"871208,88000";"1457905"
"84";"Auvergne-Rhône-Alpes";"63";"Puy-de-Dôme";"446,140000";"2023";"296437,80000";"664453"
"75";"Nouvelle-Aquitaine";"64";"Pyrénées-Atlantiques";"524,400000";"2023";"370522,97000";"706564"
"76";"Occitanie";"65";"Hautes-Pyrénées";"540,550000";"2023";"125055,44000";"231349"
"76";"Occitanie";"66";"Pyrénées-Orientales";"626,110000";"2023";"311086,47000";"496855"
"44";"Grand Est";"67";"Bas-Rhin";"406,330000";"2023";"472896,42000";"1163810"
"44";"Grand Est";"68";"Haut-Rhin";"465,090000";"2023";"358464,96000";"770738"
"84";"Auvergne-Rhône-Alpes";"69";"Rhône";"370,450000";"2023";"709282,32000";"1914667"
"27";"Bourgogne-Franche-Comté";"70";"Haute-Saône";"537,670000";"2023";"125376,35000";"233185"
"27";"Bourgogne-Franche-Comté";"71";"Saône-et-Loire";"501,880000";"2023";"276191,13000";"550310"
"52";"Pays de la Loire";"72";"Sarthe";"481,350000";"2023";"272797,53000";"566733"
"84";"Auvergne-Rhône-Alpes";"73";"Savoie";"592,640000";"2023";"265635,11000";"448226"
"84";"Auvergne-Rhône-Alpes";"74";"Haute-Savoie";"560,860000";"2023";"482987,73000";"861158"
"11";"Ile-de-France";"75";"Paris";"421,040000";"2023";"885768,78000";"2103778"
"28";"Normandie";"76";"Seine-Maritime";"577,460000";"2023";"728159,26000";"1260964"
"11";"Ile-de-France";"77";"Seine-et-Marne";"451,610000";"2023";"663006,97000";"1468108"
"11";"Ile-de-France";"78";"Yvelines";"401,170000";"2023";"595768,27000";"1485086"
"75";"Nouvelle-Aquitaine";"79";"Deux-Sèvres";"495,020000";"2023";"185745,49000";"375229"
"32";"Hauts-de-France";"80";"Somme";"536,370000";"2023";"303271,14000";"565413"
"76";"Occitanie";"81";"Tarn";"484,810000";"2023";"192640,42000";"397352"
"76";"Occitanie";"82";"Tarn-et-Garonne";"511,280000";"2023";"135906,40000";"265817"
"93";"Provence-Alpes-Côte d'Azur";"83";"Var";"669,200000";"2023";"749036,75000";"1119307"
"93";"Provence-Alpes-Côte d'Azur";"84";"Vaucluse";"590,190000";"2023";"337621,59000";"572056"
"52";"Pays de la Loire";"85";"Vendée";"553,480000";"2023";"394970,34000";"713609"
"75";"Nouvelle-Aquitaine";"86";"Vienne";"480,020000";"2023";"210680,43000";"438897"
"75";"Nouvelle-Aquitaine";"87";"Haute-Vienne";"444,340000";"2023";"165812,82000";"373167"
"44";"Grand Est";"88";"Vosges";"533,240000";"2023";"190497,86000";"357248"
"27";"Bourgogne-Franche-Comté";"89";"Yonne";"531,580000";"2023";"176627,62000";"332267"
"27";"Bourgogne-Franche-Comté";"90";"Territoire-de-Belfort";"478,800000";"2023";"67153,59000";"140255"
"11";"Ile-de-France";"91";"Essonne";"431,570000";"2023";"577654,62000";"1338485"
"11";"Ile-de-France";"92";"Hauts-de-seine";"349,740000";"2023";"578717,50000";"1654712"
"11";"Ile-de-France";"93";"Seine-Saint-Denis";"416,310000";"2023";"709516,49000";"1704316"
"11";"Ile-de-France";"94";"Val-de-Marne";"369,530000";"2023";"527286,55000";"1426929"
"11";"Ile-de-France";"95";"Val-d'Oise";"440,340000";"2023";"564360,09000";"1281653"
"97";"DROM-COM";"971";"Guadeloupe";"622,820000";"2023";"239262,10000";"384160"
"97";"DROM-COM";"972";"Martinique";"511,940000";"2023";"184621,01000";"360630"
"97";"DROM-COM";"974";"La Réunion";"563,200000";"2023";"501068,76000";"889679"
